cityCode,hotelURL,hotelCode,hotelCity,cityHotelNum,hotelRankInCity,hotelName,hotelReviewNum,hotelOverallRating,hotelAddress,hotelClass,hotelAwards,hotelStyle,hotelRoomTypes,hotelRoomNum,hotelPriceRange,hotelLocation,hotelReviewNum,hotelRatingExcellent,hotelRatingVeryGood,hotelRatingAverage,hotelRatingPoor,hotelRatingTerrible,reviewURL,reviewTool,reviewRating,reviewTitle,reviewerName,reviewText,reviewDate,dateOfStay,tripType,reviewHelpfulVotes,cleanlinessRating,serviceRating,valueRating,includingImage,imageNum,roomsRating,sleepQualityRating,locationRating,reviewerURL,reviewerCityNum,contributorLevel,reviewerGender,reviewerAge,reviewerPhotoNum,reviewerContributionNum,reviewerHelpfulVotes,travelerType,reviewerExcellentRating,reviewerVeryGoodRating,reviewerAverageRating,reviewerPoorRating,reviewerTerribleRating,reviewerFollowingNum,reviewerFollowerNum,reviewerContributionNum2,reviewerLocation,registerMonth,reviewerTotalPoints,reviewerBadgeNum,reviewCrawledDate
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r642319959-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,others,5,2 visita,Hernan1968,"Una muy buena opcion cerca de los parques, muy lindo complejo con pileta, departamentos muy comodos y limpios, muy buena atencion del personal, cerca de la zona de championsgate lleno de comercios, canchas de golf, restaurants etcMuy recomendable",2018/12/29,2018/12/01,Traveled with family,,5,5,,0,0,5,,,https://www.tripadvisor.com/Profile/Hernan1968,180,3,,,8,15,3,Thrifty Traveler,11,1,0,0,4,0,0,25,"San Carlos de Bariloche, Argentina",2008/10/01, 1743 ,17,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r631947646-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,viaMobile,5,Family Holiday,niclouc80,"We chose this resort as it seemed value for money and the professional photos good. We wanted a pool, bar and the ability to cook ‘at home’ sometimes so we could avoid paying through the nose for fast food and the like in the theme parks and to be able to relax and suit ourselves.We chose the right place. The 3 bedroom apartment (we were on the top floor of block 8) was clean, well maintained and very spacious for our family of 5.The location was around 10-15 minutes to the Animal Kingdom and a bit longer to get to the other Disney Parks. We drove around 25-30 minutes to the nearest shopping outlets too. The main road to the parks is a busy road and you may sit in traffic at peak times. We didn’t mind this as we didn’t have any appointments or set times we wanted to be at the parks for. It also can’t be helped.The bar was great and offered reasonably priced drinks and great cocktails (Mudslide was delightful). Marissa was lovely and we chatted to her about her life in Florida.The staff were very helpful when our cards kept cancelling out because of me keeping them next to my mobile phone or other cards (my fault). I requested extra towels but these didn’t materialise so I took some clean ones from the pool instead. I did get some help printing a voucher from email for park tickets too. WiFi is fantastic.The pool was great for the kids and they loved the hot tub too.We were happy with the price we paid and the amenities provided. We enjoyed our night at the karaoke although we didn’t get up and sing!We’ll be back next year. :-)",2018/11/08,2018/10/01,Traveled with family,1  ,,,,1,2,,,,https://www.tripadvisor.com/Profile/niclouc80,9,4,,,11,24,22,,14,8,1,1,0,0,0,35,"Newcastle upon Tyne, United Kingdom",2015/05/01, 2752 ,22,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r642253745-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,viaMobile,2,Frustrating Trip,JetBlueDriver,"First off, many of these units are individually owned, so your experience with the room itself will vary. What won’t change is the traffic in this area. It’s terrible! If you enjoy sitting in horrible traffic everyday of your vacation then stay here. This exit off of I-4 is always backed up for miles going east and west at all times of the day. It gets so backed up that you can’t drive on Champions Gate Blvd due to the solid line of cars trying to get on I-4. Many mornings we would have to wait 2 or 3 cycles of the light just to pull onto Champions Gate Blvd on our way to the theme parks and then would sit on I-4 for an hour or more. Traffic is so frustrating in this area, that you couldn’t give me a unit in this resort.Okay, now back to the room. Our room was okay. The furnishings were a bit worn but they were functional. The kitchen had everything we needed to prepare meals. Our biggest complaint about the physical room was that the sink drains were all clogged making the sinks unusable. The showers drained slowly as well. As far as the location of our room, it couldn’t have been worse for noise. The neighbor below us kept their yipping Yorkie trapped on their porch for hours every day and night. The dang dog yipped, whined and barked at everything. I literally hated that dog and more importantly it’s owners by the time we left. We knocked on their door several times to ask them nicely to bring their dog in and they didn’t answer. The neighbor above us had lead shoes and clearly must enjoy moving large pieces of furniture around their apartment all day and night long. From 5:30am some days until 1:30 am we listened to the constant booming from the ceiling above. Our building was also located right along I-4 so we listened to the cars and trucks as they slogged along at 4-5 mph blowing their horns. The walls and ceilings are thin so don’t plan on ever getting a good nights sleep.The pool was nice. You can walk to a few restaurants and bars. Publix grocery is close by. I personally, will never stay here or anywhere off this exit again.",2018/12/29,2018/12/01,Traveled with family,,,,,0,0,,,,https://www.tripadvisor.com/Profile/JetBlueDriver,188,6,man,35-49,474,787,238,Foodie,453,177,128,25,4,0,1,1264,"Charlotte, North Carolina",2009/01/01, 93168 ,135,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r641885093-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,viaMobile,2,🤔,Bigplum73,"Arrived 22nd Dec, room bedding had not been changed since last guests, hairs and pubic hair still in bed, luckily there was clean sheets in cupboard and we partially changed the bedding. Told reception who refunded our cleaning fee, however once the cleaning fee was removed we had no cleaning, clean towels, or clean bedding for the whole week. Toilet blocked in ensuite, which was unblocked by maintenance, then communal toilet blocked, overflowing urine and excrement all over our apartment and flooded downstairs. Shocking cleaning and customer services. Shower was so weak you had to stay in it for over 15 minutes to get a proper shower. Bar and restaurant staff and food are awesome. But apart from that a complete let down.",2018/12/27,2018/12/01,Traveled with family,,,,,0,0,,,,https://www.tripadvisor.com/Profile/Bigplum73,2,,,,,2,7,,,,,,,0,0,2,,2017/07/01, 207 ,6,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r641287307-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,viaMobile,1,Visit for Mother's Birthday ,Brother M,"Im currently still on this trip at this Apartment Complex! It is not a resort by any means. The beds are terrible, bathrooms are far from resort like, and televisions are outdated with remotes that dont work.",2018/12/24,2018/12/01,Traveled with family,1  ,,,,1,2,,,,https://www.tripadvisor.com/Profile/newmanballa29,13,3,,,4,18,18,Like a Local,6,4,6,0,2,0,0,24,"Fort Lauderdale, Florida",2015/09/01, 2008 ,22,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r640418871-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,others,5,Great customer service!,FarAway227937,"Great location, 15 minutes to Disney! Can walk to numerous restaurants (Chilis, Red Robin, Miller's Ale House, 4 Corners Tavern just to name a few), grocery store, pharmacy, bank. Well kept pool area with jacuzzi and kiddie area. Clean, nice sized condos. Better view and cell reception with the higher level units. Staff is outstanding! Had a minor maintenance problem, called the front desk and the maintenance guy was at our room within 10 minutes! Hector, the manager went above and beyond to accommodate us! Hector, Andre and Carly at the Front Desk have absolutely exceeded our expectations! Would definitely recommend the Tuscana Resort :)",2018/12/18,2018/12/01,,1  ,,,,0,0,,,,https://www.tripadvisor.com/Profile/FarAway227937,2,,,,,1,1,,,,,,,0,0,1,,2010/05/01, 101 ,3,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r638827707-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,viaMobile,5,Excellent service - Front desk team rocks!,alejodp7,"I was very pleased with my stay last week at this hotel. From the moment I arrived the Front Desk Team made everything so easy and provided great customer service. Big shoutout to the Manager Hector, who was always on top of things making sure our every need was taken care of. I'll definitely come back!",2018/12/11,2018/12/01,Traveled on business,,,,,0,0,,,,https://www.tripadvisor.com/Profile/alejodp7,1,,,,,1,,,,,,,,0,0,1,,2018/12/01, 100 ,2,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r638075186-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,viaMobile,4,Worth taking a chance on,vondam164,"The time share we stayed in was a two bedroom, two bath unit. The carpet was in bad shape—very dirty. We contacted the front desk who had it shampooed that same day. That is great customer service !!! The outside bottom of the microwave was cracked, but worked fine. The appliances that we used worked good. The kitchen was short on utensils. Our thermostat stopped working one evening, but it was a cool night and we opened the window. Once again we contacted the front desk who took care of it almost immediate that morning. It met our needs very nicely. And all the staff we met were friendly, efficient, and so helpful. ",2018/12/07,2018/12/01,Traveled as a couple,,,,,0,0,,,,https://www.tripadvisor.com/Profile/vondam164,1,,,,,1,,,,,,,,1,0,1,,2018/11/01, 100 ,2,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r637131781-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,others,1,Find somewhere else to stay!!!,Rovernole,"Very disappointed in this resort. The unit was somewhat updated but the carpet was in pretty bad shape. The refrigerator and freezer were useless. Our items were colder when left in our coolers so we used those instead. The ice maker made one round of ice the entire weekend and it was so warm in the freezer that it melted almost immediately. We tried to call the front desk but the phones in the unit were not in service (there was no dial tone, just a busy signal). We were in building 9, which is the furthest from the front office, and did not feel like getting in our car late at night to complain. We tried to stop by the office the next morning but there was a line a mile long and we had a tournament to get to. Also, the sheets were scratchy and felt like cardboard. Be warned.....it is very dark when driving to this building and there is a big pothole in the middle of the road which they simply marked with an orange cone. Additionally, there was a ton of old furniture and gross looking mattresses for all to see stacked up near and around the dumpsters by building 9. It was a real eyesore and fairly unsanitary looking. We will not stay here again and do not recommend this resort to anyone.",2018/12/02,2018/12/01,Traveled with family,,1,2,,0,0,,,4,https://www.tripadvisor.com/Profile/Rovernole,4,2,,,,8,7,,4,0,1,2,1,0,0,10,South Florida,2007/02/01, 847 ,11,2019/01/02
4237367,https://www.tripadvisor.com/Hotel_Review-g4237367-d1200780-Reviews-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,d1200780,Four_Corners_Florida,7,#2 of 7 Specialty Lodging in Four Corners,Tuscana_Resort_Orlando_by_Aston,1139,4,"1395 Tuscana LnFour Corners, FL 33896-5302",3.5,Certificate of Excellence,,"Kitchenette, Suites, Non-Smoking Rooms, Family Rooms",250,"CN¥612 - CN¥2,400 (Based on Average Rates for a Standard Room) ",United States>Florida>Central Florida>Four Corners,1139,519,359,110,67,84,https://www.tripadvisor.com/ShowUserReviews-g4237367-d1200780-r636389237-Tuscana_Resort_Orlando_by_Aston-Four_Corners_Florida.html,others,5,Home sweet home,Classy8661,"Can I just tell you how very sceptical I was about staying here. Although we had a little hiccup our first night. However, our host immediately sprang into action, and took care of us-No excellent care. We have been treated wonderfully since our first night. We are dreading leaving this Saturday. And Letty at the front desk goes way over and beyond to make sure that whatever you need, you have. Letty was cordial, professional, and paidclose attention to detail.We are Marriott users; but we will be returning here again. Great staff, condos, and peaceful and serene environment.",2018/11/28,2018/11/01,Traveled with family,,5,5,,0,0,5,,,https://www.tripadvisor.com/Profile/Classy8661,1,,,,,1,,,,,,,,0,0,1,"Rochester, New York",2018/11/01, 100 ,2,2019/01/02
